1000, 100, 790, 283, 0
1001, 100, 651, 246, 0
1002, 100, 771, 344, 0
1003, 100, 949, 544, 0
1004, 100, 638, 237, 0
1005, 100, 457, 102, 0
1006, 100, 978, 568, 0
1007, 100, 699, 284, 0
1008, 100, 4458, 4073, 0
1000, 100, 676, 271, 0
1001, 100, 631, 234, 0
1009, 100, 910, 526, 0
1002, 100, 790, 375, 0
1010, 100, 576, 215, 0
1003, 100, 1057, 674, 0
1011, 100, 827, 457, 0
1004, 100, 549, 187, 0
1012, 100, 706, 297, 0
1005, 100, 479, 110, 0
1013, 100, 911, 378, 0
1006, 100, 1209, 793, 0
1014, 100, 611, 246, 0
1007, 100, 711, 306, 0
1015, 100, 718, 322, 0
1016, 100, 666, 282, 0
1017, 100, 2917, 2492, 0
1018, 100, 1443, 1048, 0
1000, 100, 1266, 885, 0
1001, 100, 561, 187, 0
1019, 100, 1788, 1371, 0
1002, 100, 3351, 2915, 0
101, 100, 2349, 1956, 0
1008, 100, 9576, 9181, 0
1020, 100, 1027, 617, 0
1009, 100, 1054, 624, 0
1003, 100, 1658, 1241, 0
1021, 100, 692, 272, 0
1004, 100, 577, 187, 0
1010, 100, 607, 203, 0
1022, 100, 825, 381, 0
1005, 100, 604, 224, 0
1023, 100, 755, 375, 0
1024, 100, 591, 214, 0
1011, 100, 1792, 1413, 0
1025, 100, 623, 244, 0
1006, 100, 2049, 1536, 0
1012, 100, 803, 388, 0
1000, 100, 746, 350, 0
1026, 100, 983, 582, 0
1007, 100, 965, 583, 0
1013, 100, 925, 497, 0
1027, 100, 601, 221, 0
1001, 100, 763, 368, 0
1014, 100, 706, 315, 0
1028, 100, 987, 607, 0
1029, 100, 611, 242, 0
102, 100, 549, 143, 0
1030, 100, 1787, 1401, 0
1002, 100, 4462, 3983, 0
1015, 100, 4040, 3589, 0
1016, 100, 1201, 809, 0
1003, 100, 1577, 1193, 0
1031, 100, 2424, 1835, 0
1004, 100, 576, 200, 0
1005, 100, 468, 107, 0
1032, 100, 2759, 2333, 0
1033, 100, 656, 270, 0
1017, 100, 4544, 4052, 0
1034, 100, 662, 293, 0
1000, 100, 2262, 1838, 0
1035, 100, 493, 137, 0
1036, 100, 3764, 3288, 0
1001, 100, 4051, 3646, 0
1006, 100, 7767, 7265, 0
1018, 100, 4866, 4457, 0
1037, 100, 1471, 1053, 0
1007, 100, 1380, 954, 0
1019, 100, 1318, 939, 0
1002, 100, 1875, 1479, 0
1000, 100, 1318, 647, 0
101, 100, 3996, 3528, 0
1001, 100, 915, 454, 0
1038, 100, 5801, 5274, 0
1002, 100, 1362, 952, 0
1020, 100, 2527, 2026, 0
1008, 100, 6808, 6432, 0
1021, 100, 576, 210, 0
1022, 100, 593, 226, 0
1023, 100, 757, 368, 0
1039, 100, 4942, 4422, 0
1003, 100, 11107, 10278, 0
1004, 100, 675, 197, 0
1024, 100, 3521, 2972, 0
1005, 100, 534, 120, 0
1006, 100, 1094, 543, 0
103, 100, 5070, 4497, 0
1025, 100, 5032, 4427, 0
1026, 100, 700, 319, 0
1009, 100, 12031, 11138, 0
1007, 100, 5355, 4902, 0
1003, 100, 13543, 13055, 0
1010, 100, 688, 284, 0
1004, 100, 885, 501, 0
1005, 100, 3324, 2685, 0
1027, 100, 5634, 5167, 0
1040, 100, 7986, 7512, 0
1006, 100, 1657, 1241, 0
1028, 100, 1654, 1201, 0
1029, 100, 647, 251, 0
102, 100, 2503, 1996, 0
1041, 100, 4936, 4505, 0
1030, 100, 556, 187, 0
1007, 100, 3928, 3488, 0
1011, 100, 9417, 8941, 0
1042, 100, 696, 297, 0
1012, 100, 1121, 699, 0
1043, 100, 1182, 782, 0
1013, 100, 9024, 8475, 0
1014, 100, 638, 255, 0
1008, 100, 56899, 56390, 0
1015, 100, 732, 337, 0
1044, 100, 10321, 9528, 0
1016, 100, 698, 313, 0
1017, 100, 773, 367, 0
1045, 100, 4560, 3864, 0
1031, 100, 17658, 16846, 0
1032, 100, 587, 205, 0
1018, 100, 7651, 7010, 0
1019, 100, 610, 230, 0
1046, 100, 7888, 7328, 0
1047, 100, 609, 204, 0
1033, 100, 6769, 6252, 0
1009, 100, 13895, 13385, 0
