491201888297959424, 50791, 2965, 354, 347
499043431708901376, 51000, 3828, 332, 358
247753704474681344, 52365, 5710, 369, 396
306257672221507584, 52815, 8988, 328, 417
495370820860788736, 53966, 8338, 322, 333
304660, 55321, 9467, 344, 209
304692, 55371, 7314, 336, 245
309915, 55469, 7417, 342, 46
494766441409560576, 55898, 4807, 324, 286
496331590188670976, 56265, 10204, 344, 119
303994, 57976, 11478, 351, 323
304909, 58117, 5867, 330, 53
304690, 58528, 5894, 332, 189
449263684271751168, 58972, 8638, 329, 373
493224156989497344, 62139, 7321, 319, 201
499038310547603456, 62404, 8518, 364, 127
490424989539909632, 62482, 12189, 345, 46
489045084663201792, 62590, 12265, 339, 302
445747355447205888, 62637, 15894, 357, 349
494137957511340032, 62897, 5782, 351, 224
303790, 67664, 7775, 354, 444
305828, 69833, 23533, 374, 289
449411206952787968, 70691, 9532, 342, 300
495747068971720704, 70701, 12005, 564, 327
489709862335291392, 70983, 12052, 333, 502
494802517331288064, 71014, 6245, 330, 256
499802183080886272, 72031, 3920, 341, 361
326628322823905280, 73012, 3948, 351, 305
457854338564374528, 73310, 4099, 445, 53
249885176727871488, 73479, 5206, 340, 585
322447695459401728, 73550, 5971, 347, 283
246807541818859520, 73566, 5662, 346, 357
493418289519665152, 74049, 7305, 380, 281
477460351055577088, 74290, 6315, 338, 507
307181, 74448, 5025, 339, 220
489815692300795904, 74759, 7701, 332, 131
324350843560148992, 74790, 8796, 510, 363
246803186982068224, 74870, 6769, 338, 460
464972452305321984, 75584, 10222, 356, 360
454849916850675712, 75792, 8169, 340, 42
499797477063401472, 75910, 7345, 350, 202
378864445230686208, 76844, 7241, 338, 232
494284986480861184, 78345, 8998, 358, 246
310975, 78713, 10874, 340, 235
490560886214246400, 79949, 8160, 354, 395
320281273396379648, 80446, 7278, 335, 332
489823688892366848, 81756, 7344, 367, 37
459331641446252544, 82075, 11857, 376, 267
489813058135269376, 82530, 8929, 366, 407
449260256829128704, 83019, 5771, 352, 390
303591, 83212, 7051, 339, 443
465933127865352192, 84698, 6482, 344, 396
460827453959454720, 84884, 6333, 337, 366
324351557715902464, 85070, 8627, 339, 183
489635547849957376, 85460, 7296, 341, 151
331272966576807936, 86589, 11337, 356, 422
488903791026905088, 86718, 7556, 336, 347
498475556778549248, 86869, 6012, 362, 149
489049935090565120, 87397, 4378, 355, 423
489045639980662784, 87607, 9914, 348, 231
495857614190551040, 88187, 11845, 336, 469
494103745227923456, 88201, 9904, 388, 481
494102705116037120, 88326, 7183, 326, 51
302714, 88327, 8553, 337, 220
464949167760883712, 88469, 13919, 358, 290
324352816275537920, 89430, 10318, 372, 416
246226489702359040, 89501, 10249, 346, 384
498455266170249216, 89622, 11371, 366, 203
265041452919169024, 90224, 10564, 349, 408
490327184108429312, 90581, 10297, 362, 321
494187098069278720, 90667, 9705, 361, 191
305629, 90674, 8511, 352, 146
313660, 91096, 7814, 349, 402
464949859997204480, 91326, 6577, 360, 377
464977446706364416, 91517, 5854, 350, 384
265042195948511232, 92223, 6786, 335, 475
490562013315997696, 92632, 10727, 334, 117
445917823076679680, 94120, 9744, 336, 420
496358870143213568, 94211, 15019, 346, 301
494105378204688384, 94261, 11290, 435, 315
498449815898693632, 94658, 7129, 330, 235
464954413065183232, 95159, 7250, 354, 284
326716478881538048, 95464, 11063, 373, 229
488897204853940224, 95944, 15136, 358, 352
246254657012244480, 95953, 5625, 341, 239
246308722438053888, 97319, 23506, 352, 343
488916896138149888, 97695, 24410, 380, 291
321743178308788224, 97998, 26728, 365, 330
489820656955826176, 98229, 29971, 401, 322
304771, 99056, 26983, 398, 357
305162024764055552, 99988, 23975, 444, 467
465127724852191232, 100351, 24968, 385, 154
493462271788326912, 100837, 26044, 415, 719
489717478537052160, 100917, 24613, 391, 57
252075215926861824, 101111, 19230, 421, 373
493263204063920128, 101314, 32850, 410, 80
489722241076969472, 101657, 24710, 385, 314
307461, 102170, 29875, 391, 391
490557736057053184, 104387, 18987, 383, 339
489826896285024256, 104421, 25801, 403, 153
491274469537488896, 104747, 22219, 381, 198
245408732610043904, 105570, 23108, 411, 338
489732959671164928, 106176, 27687, 367, 592
302718, 106361, 18178, 387, 149
323864278132080640, 106585, 27511, 391, 360
320296506580025344, 106604, 29104, 415, 407
498468332870049792, 106818, 19474, 398, 268
460737742586781696, 106970, 23515, 416, 195
489708062509113344, 107734, 25137, 427, 233
494174995690307584, 107842, 34521, 419, 125
314262, 107872, 23600, 383, 381
459268940082716672, 107949, 17167, 395, 316
250633575668391936, 108614, 33352, 406, 392
489787456883802112, 108748, 30715, 404, 227
489636215809646592, 109193, 33641, 368, 484
489652769637023744, 109352, 21113, 384, 592
490395399622770688, 109633, 27603, 411, 187
417170043093139456, 110821, 21661, 403, 333
467905767530307584, 110883, 19671, 411, 488
459306921090891776, 111870, 21720, 400, 216
321752223879012352, 111986, 22565, 382, 335
494008409226493952, 112107, 20873, 407, 247
495688689972682752, 112155, 25630, 396, 32
324354265499836416, 112463, 31331, 399, 324
490333655609122816, 112828, 26302, 386, 386
305628, 113844, 37958, 431, 276
325861070554021888, 114126, 20109, 388, 233
489015332057391104, 114431, 21451, 409, 300
494009063445635072, 114472, 21532, 407, 344
489718441532473344, 114608, 25050, 400, 249
465924385400700928, 115227, 26785, 383, 311
324365949396328448, 115585, 29072, 422, 362
489756259835199488, 115786, 25180, 398, 633
493424225390968832, 116070, 27764, 414, 415
449765826917056512, 116679, 25663, 388, 386
302617990174621696, 117087, 23182, 412, 406
303992, 117205, 21085, 404, 366
322394241353400320, 117713, 23315, 405, 326
494185771436089344, 117764, 28785, 382, 23
246178919995154432, 117981, 18812, 399, 528
498345539193020416, 118130, 20080, 414, 23
287360728355053568, 118473, 25065, 445, 448
470112127806357504, 118674, 21443, 396, 54
302712, 118784, 26439, 401, 148
494190692185153536, 118849, 30618, 412, 508
489633154647212032, 119045, 22469, 390, 404
494437015622787072, 119465, 17900, 394, 253
489662076923428864, 119651, 37207, 404, 431
499810250967228416, 120054, 28143, 389, 413
325277125726707712, 121191, 27940, 405, 332
250632509274988544, 121906, 30934, 413, 364
466455833799041024, 122477, 44298, 407, 531
498457351418822656, 122546, 18718, 387, 49
489823393294598144, 122878, 26125, 411, 176
306531766003310592, 123258, 31560, 403, 427
305773, 123545, 29437, 377, 506
474543410854772736, 124302, 24857, 415, 450
494916809649037312, 124380, 29971, 401, 290
325472302554693632, 124794, 27987, 404, 301
325398503524147200, 125873, 26261, 429, 410
244728852952129536, 126033, 29424, 379, 217
494188431346245632, 126244, 13004, 395, 118
327258912464060416, 126362, 19202, 395, 260
305640, 126568, 14113, 393, 220
465923414444482560, 127565, 20053, 401, 305
493458389632827392, 127585, 26277, 398, 299
468589961860358144, 127832, 15907, 386, 502
465922584182013952, 128131, 14963, 392, 115
291150366861434880, 128260, 26195, 394, 351
489826097521762304, 128511, 16726, 405, 26
489780131582197760, 128578, 17578, 407, 236
370340752649109504, 129054, 16320, 391, 349
303586, 129057, 16236, 410, 356
459338901853585408, 129210, 19629, 415, 258
489751268907040768, 129413, 18916, 399, 290
470106338693758976, 129616, 22316, 453, 337
313658, 129871, 17156, 375, 989
498450838285467648, 130014, 19813, 423, 162
489718142092713984, 130084, 29694, 392, 258
302614203666022400, 130102, 17667, 390, 238
323827393540145152, 130225, 25409, 428, 403
465907818461929472, 130918, 18771, 403, 391
303995, 131073, 27307, 407, 446
498458061438992384, 131178, 27905, 394, 240
496263217924816896, 131224, 20285, 394, 357
490475421238837248, 131346, 17194, 411, 477
498461615507652608, 132466, 17031, 404, 510
496151262622924800, 132679, 15703, 410, 417
434518434991063040, 132873, 11694, 387, 475
489783731922411520, 132975, 7412, 422, 353
321736076588761088, 133377, 10013, 409, 69
496282094792622080, 133496, 17222, 419, 263
496188274956574720, 133790, 14498, 396, 312
490557604423016448, 133882, 8892, 415, 30
305631, 134433, 6843, 390, 326
291340134916300800, 134585, 8773, 412, 297
324350129790271488, 134762, 14745, 418, 48
306535554047025152, 135167, 10355, 440, 381
490563023296012288, 135615, 11369, 384, 49
494818140157394944, 136592, 9526, 397, 295
250573121789108224, 137401, 17613, 422, 679
499085992511152128, 137496, 8780, 400, 189
489753843689594880, 137717, 6425, 418, 393
494715909508710400, 137959, 9972, 380, 290
498347872475947008, 138084, 15019, 422, 194
466690338208096256, 138608, 13301, 391, 418
494184536138063872, 138615, 17079, 391, 327
490331448356642816, 138974, 11273, 427, 799
323807656999403520, 140342, 9411, 402, 409
490451066526113792, 140431, 13376, 418, 254
445829429688549376, 140846, 14228, 388, 476
498471803102969856, 141595, 15574, 404, 249
330950159821185024, 141972, 9637, 400, 344
489652770744311808, 142511, 12178, 414, 444
494694967843758080, 142961, 13577, 393, 316
496205378262933504, 143218, 11252, 413, 127
489844383386976256, 144204, 18401, 355, 61
306655, 144473, 11283, 403, 384
464375039811141632, 144589, 11127, 428, 174
496305668945362944, 145004, 13413, 391, 256
466448323251814400, 145309, 16032, 429, 479
495689684777713664, 145789, 10824, 420, 101
376526173380812800, 146051, 12696, 395, 339
495094670091632640, 146244, 13422, 406, 578
489762792480456704, 146381, 15318, 433, 147
246242955248017408, 146422, 16076, 407, 144
499775466387808256, 146546, 13892, 390, 413
494202429449969664, 146718, 14910, 422, 385
490323036747079680, 148114, 14961, 403, 468
466457391613886464, 148117, 15986, 410, 390
490328055055663104, 149867, 12998, 395, 277
469311800010096640, 149901, 10846, 409, 648
323785921310760960, 152583, 16373, 408, 577
448524743394467840, 152900, 17377, 399, 229
449264029387464704, 153279, 12842, 422, 176
306528973804806144, 154006, 16381, 423, 473
489847497833857024, 154024, 15255, 430, 96
304750082773753856, 154951, 20509, 409, 423
499809660585385984, 155494, 13949, 435, 284
494823344751788032, 156038, 9747, 395, 401
466454367269036032, 156048, 7826, 404, 429
489051809256579072, 156286, 13712, 539, 44
250551231070609408, 156885, 20142, 405, 535
496308136697675776, 159050, 19359, 441, 318
304894, 159113, 19053, 398, 271
305041, 160073, 22380, 435, 295
250626395498094592, 160183, 16567, 395, 417
494282819602759680, 160228, 14686, 385, 289
490329523171106816, 160388, 16661, 390, 425
325797008348561408, 160580, 21129, 425, 251
325374104561532928, 160587, 16752, 411, 554
490338266373963776, 161350, 9915, 422, 237
477459613336215552, 161394, 13834, 405, 568
244978303058845696, 161444, 15116, 417, 680
496322477736083456, 162341, 23629, 407, 461
304623, 162586, 22663, 407, 568
499772307196092416, 162624, 10091, 391, 461
327264754332606464, 162670, 12041, 393, 461
306652, 162780, 14272, 416, 382
465675461293252608, 162828, 9492, 418, 425
490333631693209600, 163161, 9998, 424, 371
246315306253819904, 163323, 9758, 409, 313
498524725069225984, 164038, 14876, 395, 299
489725742054121472, 164278, 15587, 391, 232
490456877851746304, 164836, 14694, 415, 388
496297042008612864, 165355, 10835, 403, 305
309957, 165422, 12776, 407, 365
499019941366743040, 165607, 16235, 422, 173
499790139539595264, 165753, 18322, 413, 299
287048656903741440, 166052, 24810, 439, 372
495085889039384576, 166259, 11875, 464, 453
474598149818695680, 166442, 12704, 418, 45
498463633437630464, 166821, 18014, 427, 339
322338034534072320, 167202, 20233, 398, 343
489709003148894208, 167241, 18544, 435, 141
302615652110188544, 167599, 10109, 408, 229
323045238505480192, 167788, 14957, 390, 227
499794620255838208, 167909, 18066, 426, 402
321737309831577600, 168302, 13618, 419, 301
498552847483281408, 168650, 15675, 415, 468
488898326167560192, 168657, 16006, 415, 478
287424874773749760, 169284, 22557, 406, 309
304816, 170752, 17371, 480, 414
246278394138861568, 170855, 20005, 395, 314
490332884830265344, 172319, 20010, 413, 371
467973027406028800, 172703, 15512, 400, 349
498523166138712064, 173259, 14159, 398, 19
303666, 173454, 20286, 417, 74
452324145284259840, 173724, 9724, 426, 53
320277409318322176, 174166, 8889, 406, 313
305633, 174319, 8353, 410, 407
489716010757144576, 174701, 13116, 417, 216
489722461537976320, 175944, 10360, 393, 436
319599, 176050, 10200, 409, 157
470093817463185408, 176082, 10458, 433, 239
488908312721498112, 176250, 10608, 411, 333
495403722608754688, 176276, 11879, 400, 467
490562608294805504, 177246, 11994, 392, 703
494852794738548736, 177265, 9997, 398, 585
287024100411449344, 178460, 10283, 413, 502
474557311390597120, 178917, 10288, 445, 1188
250606075185733632, 179170, 14727, 427, 552
479577891676364800, 179295, 9819, 413, 334
287014171730518016, 179461, 8874, 420, 416
303152, 180582, 14209, 426, 247
312887058471329792, 181174, 12482, 420, 407
465883308257984512, 181301, 9051, 417, 350
323050659349807104, 182007, 10743, 399, 390
465979036720447488, 182598, 17530, 418, 111
498357573557166080, 183430, 17684, 419, 49
435950841313116160, 183497, 15240, 414, 123
490334708152942592, 183530, 11601, 411, 390
465831736488509440, 183977, 16230, 418, 270
326017378959769600, 187249, 13022, 411, 45
459149904359464960, 187263, 13650, 432, 318
448482010927734784, 187350, 14664, 485, 138
499802801338064896, 187698, 9471, 441, 213
322878715568594944, 189488, 9645, 416, 627
494813809672724480, 189660, 8683, 414, 652
495530949170184192, 189950, 15983, 432, 368
323853859338338304, 190293, 19002, 425, 376
246076863754018816, 191147, 19306, 426, 604
474596723344293888, 191563, 16363, 421, 419
494847402960756736, 192530, 11783, 397, 471
498463057442250752, 192754, 8496, 436, 449
314473, 193067, 9854, 421, 472
254931362383929344, 193095, 16249, 463, 398
303593, 193102, 11130, 718, 647
445814300641083392, 193107, 9498, 410, 486
494205445590761472, 193307, 10202, 397, 538
307050, 193327, 9791, 411, 331
247745729425055744, 193342, 8486, 418, 192
241918612841963520, 194087, 11312, 404, 731
490332448077398016, 196243, 9065, 419, 497
468587360527859712, 196834, 8397, 425, 235
323866611809271808, 196897, 10009, 413, 50
498443984356524032, 197278, 10339, 433, 363
373685927110787072, 197701, 16186, 422, 183
494280822149365760, 198036, 9101, 421, 74
320342880717643776, 198540, 9476, 407, 411
287373854353924096, 199131, 10444, 435, 355
496250937707339776, 199591, 11875, 468, 276
301986037989654528, 200046, 16491, 413, 403
498351422962679808, 200360, 10459, 424, 240
287052159239856128, 200709, 20037, 426, 435
290636811657551872, 202188, 25553, 404, 276
287412324099170304, 202396, 16557, 497, 314
465906518638739456, 203207, 22378, 414, 125
490447516735651840, 203503, 27685, 419, 282
490455171147513856, 203585, 14119, 413, 423
